store_id,retailer,country,state,location_setting,place_id,mapping_confidence,operational_status,usable_for_network,current_source,eligible_for_analytics,eligible_for_place_analytics,source_id,issues
opsm-1162,OPSM,Australia,QLD,High Street,corridor-au-qld-earlville-mulgrave-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3437,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-earlville-shopping-town,High,Usable,true,true,true,true,specsavers-au,
opsm-1569,OPSM,Australia,QLD,High Street,corridor-au-qld-elanora-kp-mcgrath-drive,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-151,Oscar Wylee,Australia,QLD,Shopping Centre,place-au-qld-the-pines-shopping-centre,Medium,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3568,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-the-pines-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3545,Specsavers,Australia,QLD,High Street,corridor-au-qld-emerald-hospital-road,Medium,Usable,true,true,true,true,specsavers-au,
opsm-7009,OPSM,Australia,QLD,High Street,corridor-au-qld-fairfield-brougham-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3643,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-25-fairfield-gardens-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-fortitude-valley,Bailey Nelson,Australia,QLD,High Street,corridor-au-qld-fortitude-valley-james-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
independent-other-optical-osm-au-node-3006156291,Independent / Other optical,Australia,QLD,High Street,corridor-au-qld-fortitude-valley-winn-street,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3303,Specsavers,Australia,QLD,Shopping Centre,place-au-qld-domain-central,High,Usable,true,true,true,true,specsavers-au,
opsm-1588,OPSM,Australia,QLD,Shopping Centre,place-au-qld-gladstone-centre-plaza,Medium,Usable,true,true,true,true,opsm-au,
